,Date,Product ID,Category,Product Name,Quantity,Price per Unit,Total Value,Shelf Life (days)/ Warranty,Production Date,Expiration Date/Warranty Period,Holiday,Seasonality,Product Score,comp_1,comp_2,comp_3,Lag Price
327,01-07-2018,ID_328,Computer Accessories,computers1,18.0,66.34214286,1199.48,720,01-07-2018,20-06-2020,1,1,4.0,119.99,149.9,77.9,99.3319843617723
328,01-08-2018,ID_329,Computer Accessories,computers1,1.0,79.9,79.9,720,01-08-2018,21-07-2020,1,1,4.0,119.99,149.9,77.9,95.04750099220215
329,01-07-2017,ID_330,Toys and Games,consoles2,1.0,19.9,19.9,720,01-07-2017,21-06-2019,1,2,3.9,19.9,19.9,19.9,20.904030661785395
330,01-08-2017,ID_331,Toys and Games,consoles2,11.0,19.9,218.9,365,01-08-2017,01-08-2018,1,2,3.9,19.9,19.9,19.9,20.47322873896798
331,01-09-2017,ID_332,Toys and Games,consoles2,9.0,19.9,179.1,365,01-09-2017,01-09-2018,1,2,3.9,19.9,19.9,19.9,18.616527356735244
332,01-10-2017,ID_333,Toys and Games,consoles2,12.0,20.66666667,248.0,720,01-10-2017,21-09-2019,1,2,3.9,21.54285714,20.66666667,20.66666667,22.673840250654084
333,01-11-2017,ID_334,Toys and Games,consoles2,23.0,24.5,563.5,365,01-11-2017,01-11-2018,0,2,3.9,24.5,24.5,24.5,26.381244061516114
334,01-12-2017,ID_335,Toys and Games,consoles2,17.0,24.5,416.5,365,01-12-2017,01-12-2018,1,2,3.9,24.5,24.5,24.5,26.724587054093416
335,01-01-2018,ID_336,Toys and Games,consoles2,10.0,27.03333333,271.2,720,01-01-2018,22-12-2019,0,2,3.9,27.03333333,27.03333333,27.03333333,29.516459605155926
336,01-02-2018,ID_337,Toys and Games,consoles2,1.0,32.5,32.5,365,01-02-2018,01-02-2019,0,2,3.9,32.5,32.5,32.5,31.80935590461865
337,01-03-2018,ID_338,Toys and Games,consoles2,7.0,32.74285714,229.2,720,01-03-2018,19-02-2020,1,2,3.9,32.5,32.74285714,32.74285714,31.008731243952276
338,01-04-2018,ID_339,Toys and Games,consoles2,6.0,34.2,205.2,365,01-04-2018,01-04-2019,1,2,3.9,35.05714286,34.2,34.2,34.3766510090427
339,01-01-2017,ID_340,Health and Beauty,health5,8.0,349.9,2799.2,720,01-01-2017,22-12-2018,1,0,4.3,349.9,349.9,64.99,349.7204259690883
340,01-02-2017,ID_341,Health and Beauty,health5,4.0,349.9,1399.6,365,01-02-2017,01-02-2018,0,0,4.3,19.99,349.9,64.99,168.53195288336423
341,01-03-2017,ID_342,Health and Beauty,health5,2.0,349.9,699.8,720,01-03-2017,19-02-2019,1,0,4.3,19.99,89.99,64.99,72.8798456735257
342,01-04-2017,ID_343,Health and Beauty,health5,1.0,349.9,349.9,720,01-04-2017,22-03-2019,1,0,4.3,19.99,349.9,64.99,160.95459660862687
343,01-05-2017,ID_344,Health and Beauty,health5,4.0,349.9,1399.6,365,01-05-2017,01-05-2018,1,0,4.3,19.99,89.99,64.99,72.13677328378097
344,01-06-2017,ID_345,Health and Beauty,health5,2.0,349.9,699.8,720,01-06-2017,22-05-2019,1,0,4.3,19.99,89.99,58.79952381,65.10050772576226
345,01-07-2017,ID_346,Health and Beauty,health5,1.0,349.9,349.9,365,01-07-2017,01-07-2018,1,0,4.3,19.99,89.99,59.25666667,67.31913214632327
346,01-08-2017,ID_347,Health and Beauty,health5,7.0,349.9,2449.3,720,01-08-2017,22-07-2019,1,0,4.3,23.39740741,89.99,58.99,80.39707952680888
347,01-09-2017,ID_348,Health and Beauty,health5,7.0,349.9,2449.3,365,01-09-2017,01-09-2018,1,0,4.3,23.99,89.99,58.99,73.73752458698156
348,01-10-2017,ID_349,Health and Beauty,health5,10.0,349.9,3499.0,365,01-10-2017,01-10-2018,1,0,4.3,23.99,89.99,58.99,80.44066843888915
349,01-11-2017,ID_350,Health and Beauty,health5,11.0,322.1363636,3543.5,365,01-11-2017,01-11-2018,0,0,4.3,23.99,89.99,58.99,71.8530808368718
350,01-12-2017,ID_351,Health and Beauty,health5,7.0,349.9,2449.3,720,01-12-2017,21-11-2019,1,0,4.3,23.99,89.99,58.99,69.90986337493885
351,01-01-2018,ID_352,Health and Beauty,health5,12.0,349.9,4198.8,720,01-01-2018,22-12-2019,0,0,4.3,23.99,89.99,58.99,73.03889627545361
352,01-02-2018,ID_353,Health and Beauty,health5,15.0,349.9,5248.5,720,01-02-2018,22-01-2020,0,0,4.3,23.99,89.99,58.99,71.96601721036713
353,01-03-2018,ID_354,Health and Beauty,health5,17.0,349.9,5948.3,720,01-03-2018,19-02-2020,1,0,4.3,23.99,83.74,58.99,65.9960488970103
354,01-04-2018,ID_355,Health and Beauty,health5,7.0,349.9,2449.3,365,01-04-2018,01-04-2019,1,0,4.3,349.9,79.99,58.99,233.40594815581628
355,01-05-2018,ID_356,Health and Beauty,health5,10.0,352.25,3513.1,720,01-05-2018,20-04-2020,0,0,4.3,23.99,79.99,58.99,66.42330317218318
356,01-06-2018,ID_357,Health and Beauty,health5,11.0,364.0,4004.0,720,01-06-2018,21-05-2020,0,0,4.3,23.99,79.99,58.99,69.2893136556844
357,01-07-2018,ID_358,Health and Beauty,health5,11.0,364.0,4004.0,365,01-07-2018,01-07-2019,1,0,4.3,23.99,79.99,58.99,69.50672815821169
358,01-08-2018,ID_359,Health and Beauty,health5,9.0,364.0,3276.0,720,01-08-2018,21-07-2020,1,0,4.3,23.99,82.82142857,58.99,66.35608326816832
359,01-07-2017,ID_360,Fashion Accessories,watches8,2.0,239.9,479.8,365,01-07-2017,01-07-2018,1,2,4.1,161.5909091,239.9,197.383,217.04698719668087
360,01-10-2017,ID_361,Fashion Accessories,watches8,2.0,239.9,479.8,720,01-10-2017,21-09-2019,1,2,4.1,134.9,239.9,232.49,224.64204678848012
361,01-01-2018,ID_362,Fashion Accessories,watches8,2.0,229.9,459.8,720,01-01-2018,22-12-2019,0,2,4.1,229.9,108.0,199.0,213.38699291900585
362,01-02-2018,ID_363,Fashion Accessories,watches8,11.0,204.6181818,2250.8,365,01-02-2018,01-02-2019,0,2,4.1,128.2416667,108.0,182.0,142.38813878885475
363,01-03-2018,ID_364,Fashion Accessories,watches8,16.0,167.5,2680.0,365,01-03-2018,01-03-2019,1,2,4.1,117.4412903,105.6428571,151.8784375,136.65206456494215
364,01-04-2018,ID_365,Fashion Accessories,watches8,26.0,150.3423077,3908.9,365,01-04-2018,01-04-2019,1,2,4.1,105.648625,105.0,150.1333333,117.3059163970014
365,01-05-2018,ID_366,Fashion Accessories,watches8,30.0,145.1666667,4355.0,365,01-05-2018,01-05-2019,0,2,4.1,103.7925234,105.0,132.53125,118.12592997403122
366,01-06-2018,ID_367,Fashion Accessories,watches8,3.0,152.6333333,457.9,720,01-06-2018,21-05-2020,0,2,4.1,119.0,105.0,138.22,124.50411962793729
367,01-07-2018,ID_368,Fashion Accessories,watches8,14.0,157.1428571,2200.0,365,01-07-2018,01-07-2019,1,2,4.1,118.3636364,105.0,155.0,132.42437499964092
368,01-08-2018,ID_369,Fashion Accessories,watches8,11.0,157.9454545,1737.4,365,01-08-2018,01-08-2019,1,2,4.1,112.0,105.0,145.5509091,124.30895021592768
369,01-11-2017,ID_370,Home Decor Items,furniture4,1.0,99.9,99.9,365,01-11-2017,01-11-2018,0,1,4.4,75.0,36.85428571,99.9,83.3994624011202
370,01-12-2017,ID_371,Home Decor Items,furniture4,3.0,99.9,299.7,365,01-12-2017,01-12-2018,1,1,4.4,75.0,99.9,99.9,103.83056255159946
371,01-01-2018,ID_372,Home Decor Items,furniture4,13.0,99.9,1298.7,720,01-01-2018,22-12-2019,0,1,4.4,69.9953271,38.4,99.9,78.29988062481476
372,01-02-2018,ID_373,Home Decor Items,furniture4,13.0,99.9,1298.7,365,01-02-2018,01-02-2019,0,1,4.4,69.9,38.4,99.9,85.9019406688576
373,01-03-2018,ID_374,Home Decor Items,furniture4,12.0,99.9,1198.8,365,01-03-2018,01-03-2019,1,1,4.4,69.9,35.48571429,99.9,77.70103921165344
374,01-04-2018,ID_375,Home Decor Items,furniture4,13.0,99.9,1298.7,720,01-04-2018,21-03-2020,1,1,4.4,69.9,35.0,99.9,83.52267610851027
375,01-05-2018,ID_376,Home Decor Items,furniture4,13.0,99.9,1298.7,365,01-05-2018,01-05-2019,0,1,4.4,69.9,35.0,99.9,89.86699303716577
376,01-06-2018,ID_377,Home Decor Items,furniture4,10.0,99.9,999.0,365,01-06-2018,01-06-2019,0,1,4.4,89.9,35.0,99.9,91.58054697983596
377,01-07-2018,ID_378,Home Decor Items,furniture4,14.0,78.53571429,1099.5,365,01-07-2018,01-07-2019,1,1,4.4,89.9,35.0,78.53571429,83.01832263704964
378,01-08-2018,ID_379,Home Decor Items,furniture4,9.0,83.83333333,754.5,365,01-08-2018,01-08-2019,1,1,4.4,103.2333333,35.0,83.83333333,92.42900249868072
379,01-08-2017,ID_380,Fashion Accessories,watches5,8.0,229.9,1839.2,720,01-08-2017,22-07-2019,1,2,4.1,160.6692308,229.9,179.9,203.51754044335058
380,01-09-2017,ID_381,Fashion Accessories,watches5,10.0,219.06,2190.6,720,01-09-2017,22-08-2019,1,2,4.1,148.7785714,219.06,164.57,189.52659768850322
381,01-10-2017,ID_382,Fashion Accessories,watches5,8.0,216.15,1729.2,365,01-10-2017,01-10-2018,1,2,4.1,134.9,216.15,232.49,225.61139755791106
382,01-11-2017,ID_383,Fashion Accessories,watches5,12.0,203.2909091,2395.2,720,01-11-2017,22-10-2019,0,2,4.1,133.0,108.0,174.4333333,147.69729392343143
383,01-12-2017,ID_384,Fashion Accessories,watches5,28.0,224.5428571,6287.2,720,01-12-2017,21-11-2019,1,2,4.1,149.0,108.0,185.96,166.97119700159297
384,01-01-2018,ID_385,Fashion Accessories,watches5,10.0,220.77,2207.7,365,01-01-2018,01-01-2019,0,2,4.1,220.77,108.0,199.0,209.81120160126756
385,01-02-2018,ID_386,Fashion Accessories,watches5,21.0,205.6857143,4319.4,365,01-02-2018,01-02-2019,0,2,4.1,128.2416667,108.0,182.0,145.49041398368243
386,01-03-2018,ID_387,Fashion Accessories,watches5,16.0,216.1875,3459.0,365,01-03-2018,01-03-2019,1,2,4.1,117.4412903,105.6428571,151.8784375,131.94551740292005
387,01-04-2018,ID_388,Fashion Accessories,watches5,13.0,204.3846154,2657.0,365,01-04-2018,01-04-2019,1,2,4.1,105.648625,105.0,150.1333333,124.04323683038618
388,01-05-2018,ID_389,Fashion Accessories,watches5,17.0,199.0,3383.0,720,01-05-2018,20-04-2020,0,2,4.1,103.7925234,105.0,132.53125,118.6265416116886
389,01-01-2017,ID_390,Health and Beauty,health7,1.0,64.99,64.99,720,01-01-2017,22-12-2018,1,0,3.9,64.99,64.99,64.99,61.953480281462895
390,01-02-2017,ID_391,Health and Beauty,health7,5.0,64.99,324.95,365,01-02-2017,01-02-2018,0,0,3.9,19.99,64.99,64.99,61.48957499244987
391,01-03-2017,ID_392,Health and Beauty,health7,9.0,64.99,584.91,720,01-03-2017,19-02-2019,1,0,3.9,19.99,89.99,64.99,71.59381907460102
392,01-04-2017,ID_393,Health and Beauty,health7,9.0,64.99,584.91,720,01-04-2017,22-03-2019,1,0,3.9,19.99,64.99,64.99,66.07983033165947
393,01-05-2017,ID_394,Health and Beauty,health7,16.0,64.99,1039.84,365,01-05-2017,01-05-2018,1,0,3.9,19.99,89.99,64.99,76.06273212883885
394,01-06-2017,ID_395,Health and Beauty,health7,21.0,58.79952381,1234.79,365,01-06-2017,01-06-2018,1,0,3.9,19.99,89.99,58.79952381,64.99253147134822
395,01-07-2017,ID_396,Health and Beauty,health7,15.0,59.25666667,888.85,365,01-07-2017,01-07-2018,1,0,3.9,19.99,89.99,59.25666667,69.28963374869468
396,01-08-2017,ID_397,Health and Beauty,health7,22.0,58.99,1297.78,720,01-08-2017,22-07-2019,1,0,3.9,23.39740741,89.99,58.99,77.13118673191262
397,01-09-2017,ID_398,Health and Beauty,health7,25.0,58.99,1474.75,365,01-09-2017,01-09-2018,1,0,3.9,23.99,89.99,58.99,67.09674048164835
398,01-10-2017,ID_399,Health and Beauty,health7,19.0,58.99,1120.81,365,01-10-2017,01-10-2018,1,0,3.9,23.99,89.99,58.99,73.50856373664963
399,01-11-2017,ID_400,Health and Beauty,health7,24.0,58.99,1415.76,720,01-11-2017,22-10-2019,0,0,3.9,23.99,89.99,58.99,68.35418054322156
400,01-12-2017,ID_401,Health and Beauty,health7,9.0,58.99,530.91,720,01-12-2017,21-11-2019,1,0,3.9,23.99,89.99,58.99,65.08416871331598
401,01-01-2018,ID_402,Health and Beauty,health7,6.0,58.99,353.94,365,01-01-2018,01-01-2019,0,0,3.9,23.99,89.99,58.99,68.77282587026782
402,01-02-2018,ID_403,Health and Beauty,health7,14.0,58.99,825.86,365,01-02-2018,01-02-2019,0,0,3.9,23.99,89.99,58.99,80.60251920156169
403,01-03-2018,ID_404,Health and Beauty,health7,10.0,58.99,589.9,720,01-03-2018,19-02-2020,1,0,3.9,23.99,83.74,58.99,73.28670432119809
404,01-04-2018,ID_405,Health and Beauty,health7,11.0,58.99,648.89,365,01-04-2018,01-04-2019,1,0,3.9,58.99,79.99,58.99,61.11305480704085
405,01-05-2018,ID_406,Health and Beauty,health7,4.0,58.99,235.96,720,01-05-2018,20-04-2020,0,0,3.9,23.99,79.99,58.99,68.35373941996504
406,01-06-2018,ID_407,Health and Beauty,health7,6.0,58.99,353.94,365,01-06-2018,01-06-2019,0,0,3.9,23.99,79.99,58.99,65.66834648300764
407,01-07-2018,ID_408,Health and Beauty,health7,2.0,58.99,117.98,365,01-07-2018,01-07-2019,1,0,3.9,23.99,79.99,58.99,68.78060829069118
408,01-08-2018,ID_409,Health and Beauty,health7,3.0,58.99,176.97,365,01-08-2018,01-08-2019,1,0,3.9,23.99,82.82142857,58.99,69.27387110001501
409,01-10-2017,ID_410,Home Decor Items,bed3,8.0,99.0,792.0,720,01-10-2017,21-09-2019,1,1,3.3,89.9,99.0,45.95,90.62374415997917
410,01-11-2017,ID_411,Home Decor Items,bed3,22.0,99.0,2178.0,720,01-11-2017,22-10-2019,0,1,3.3,89.9,99.0,40.53181818,97.92977153412225
411,01-12-2017,ID_412,Home Decor Items,bed3,7.0,99.0,693.0,365,01-12-2017,01-12-2018,1,1,3.3,88.48823529,99.0,39.99,93.31538785549618
412,01-01-2018,ID_413,Home Decor Items,bed3,11.0,98.3,1082.0,365,01-01-2018,01-01-2019,0,1,3.3,86.9,98.3,39.99,94.52165350737884
413,01-02-2018,ID_414,Home Decor Items,bed3,13.0,92.0,1196.0,720,01-02-2018,22-01-2020,0,1,3.3,86.9,92.0,39.99,91.43739489507614
414,01-03-2018,ID_415,Home Decor Items,bed3,3.0,92.0,276.0,365,01-03-2018,01-03-2019,1,1,3.3,86.9,92.0,39.99,86.15920298021004
415,01-04-2018,ID_416,Home Decor Items,bed3,9.0,90.875,815.0,720,01-04-2018,21-03-2020,1,1,3.3,85.045,90.875,39.99,87.95057476236458
416,01-05-2018,ID_417,Home Decor Items,bed3,14.0,88.24,1235.36,720,01-05-2018,20-04-2020,0,1,3.3,83.64961538,88.24,39.99,87.2789194450159
417,01-06-2018,ID_418,Home Decor Items,bed3,14.0,84.9,1188.6,365,01-06-2018,01-06-2019,0,1,3.3,79.9,84.9,39.99,83.36141232201601
418,01-07-2018,ID_419,Home Decor Items,bed3,9.0,84.9,764.1,365,01-07-2018,01-07-2019,1,1,3.3,77.93333333,84.9,39.99,81.44615427236887
419,01-08-2018,ID_420,Home Decor Items,bed3,1.0,84.9,84.9,720,01-08-2018,21-07-2020,1,1,3.3,74.0,84.9,39.24,77.48276744625309
420,01-02-2017,ID_421,Kitchen Ware and Household Appliances,garden3,1.0,99.99,99.99,720,01-02-2017,22-01-2019,0,1,4.1,99.99,99.99,99.99,92.14909039057319
421,01-03-2017,ID_422,Kitchen Ware and Household Appliances,garden3,11.0,99.99,1099.89,365,01-03-2017,01-03-2018,1,1,4.1,99.99,99.99,99.99,90.88421693929445
422,01-04-2017,ID_423,Kitchen Ware and Household Appliances,garden3,8.0,96.65666667,759.92,365,01-04-2017,01-04-2018,1,1,4.1,96.65666667,96.65666667,96.65666667,104.55919775687063
423,01-05-2017,ID_424,Kitchen Ware and Household Appliances,garden3,2.0,109.99,219.98,720,01-05-2017,21-04-2019,1,1,4.1,59.9,59.9,109.99,76.33028365615498
424,01-06-2017,ID_425,Kitchen Ware and Household Appliances,garden3,2.0,119.99,239.98,365,01-06-2017,01-06-2018,1,1,4.1,59.9,59.9,119.99,94.8611592609495
425,01-07-2017,ID_426,Kitchen Ware and Household Appliances,garden3,2.0,120.0,240.0,720,01-07-2017,21-06-2019,1,1,4.1,59.9,59.9,59.9,60.6475145738164
426,01-09-2017,ID_427,Kitchen Ware and Household Appliances,garden3,4.0,104.25,417.0,365,01-09-2017,01-09-2018,1,1,4.1,59.9,59.9,59.9,62.83904594788831
427,01-10-2017,ID_428,Kitchen Ware and Household Appliances,garden3,12.0,92.594,1105.92,365,01-10-2017,01-10-2018,1,1,4.1,59.9,59.9,59.9,55.81635847847744
428,01-11-2017,ID_429,Kitchen Ware and Household Appliances,garden3,21.0,89.99,1889.79,365,01-11-2017,01-11-2018,0,1,4.1,52.40694444,53.64828125,53.78571429,58.6055608046503
429,01-12-2017,ID_430,Kitchen Ware and Household Appliances,garden3,14.0,89.99,1259.86,365,01-12-2017,01-12-2018,1,1,4.1,55.1,55.425,55.75,51.23523369987845
430,01-01-2018,ID_431,Kitchen Ware and Household Appliances,garden3,12.0,123.3316667,1479.98,720,01-01-2018,22-12-2019,0,1,4.1,49.9,49.9,49.9,50.28445490304515
431,01-02-2018,ID_432,Kitchen Ware and Household Appliances,garden3,14.0,120.0,1680.0,720,01-02-2018,22-01-2020,0,1,4.1,50.54516129,50.9,50.35714286,49.36168051013653
432,01-03-2018,ID_433,Kitchen Ware and Household Appliances,garden3,6.0,113.3333333,680.0,720,01-03-2018,19-02-2020,1,1,4.1,53.9,53.9,53.9,52.182164718621664
433,01-04-2018,ID_434,Kitchen Ware and Household Appliances,garden3,7.0,110.0,770.0,720,01-04-2018,21-03-2020,1,1,4.1,53.9,53.9,53.9,49.64063075518354
434,01-05-2018,ID_435,Kitchen Ware and Household Appliances,garden3,8.0,110.0,880.0,720,01-05-2018,20-04-2020,0,1,4.1,53.41515152,53.70952381,53.05789474,52.123781284851496
435,01-06-2018,ID_436,Kitchen Ware and Household Appliances,garden3,10.0,96.65666667,969.9,365,01-06-2018,01-06-2019,0,1,4.1,49.9,49.9,49.9,48.76294282409458
436,01-07-2018,ID_437,Kitchen Ware and Household Appliances,garden3,5.0,99.99,499.95,365,01-07-2018,01-07-2019,1,1,4.1,49.91,49.9,49.9,54.22541250356936
437,01-08-2018,ID_438,Kitchen Ware and Household Appliances,garden3,2.0,99.99,199.98,720,01-08-2018,21-07-2020,1,1,4.1,49.91,49.9,49.9,49.72095361318437
438,01-02-2017,ID_439,Home Decor Items,bed2,2.0,89.9,179.8,720,01-02-2017,22-01-2019,0,1,3.9,89.9,89.9,89.9,96.1899613653096
439,01-03-2017,ID_440,Home Decor Items,bed2,22.0,89.9,1977.8,365,01-03-2017,01-03-2018,1,1,3.9,89.9,89.9,89.9,97.42734892405866
440,01-04-2017,ID_441,Home Decor Items,bed2,34.0,89.9,3056.6,365,01-04-2017,01-04-2018,1,1,3.9,89.9,89.9,89.9,97.36461790074826
441,01-05-2017,ID_442,Home Decor Items,bed2,58.0,89.9,5214.2,720,01-05-2017,21-04-2019,1,1,3.9,89.9,215.0,45.95,163.24635019090232
442,01-06-2017,ID_443,Home Decor Items,bed2,51.0,89.9,4584.9,720,01-06-2017,22-05-2019,1,1,3.9,89.9,209.0,45.95,102.60763946273872
443,01-07-2017,ID_444,Home Decor Items,bed2,60.0,89.9,5394.0,365,01-07-2017,01-07-2018,1,1,3.9,89.9,205.0,45.95,106.14904449368123
444,01-08-2017,ID_445,Home Decor Items,bed2,37.0,89.9,3326.3,365,01-08-2017,01-08-2018,1,1,3.9,89.9,199.5098039,45.95,156.67496496771378
445,01-09-2017,ID_446,Home Decor Items,bed2,23.0,89.9,2067.7,720,01-09-2017,22-08-2019,1,1,3.9,89.9,163.3987097,45.95,102.36221875567925
446,01-10-2017,ID_447,Home Decor Items,bed2,14.0,89.9,1258.6,720,01-10-2017,21-09-2019,1,1,3.9,89.9,89.9,45.95,97.60880403478066
447,01-11-2017,ID_448,Home Decor Items,bed2,40.0,89.9,3596.0,365,01-11-2017,01-11-2018,0,1,3.9,89.9,89.9,40.53181818,98.67228961527674
448,01-12-2017,ID_449,Home Decor Items,bed2,18.0,88.48823529,1594.2,720,01-12-2017,21-11-2019,1,1,3.9,88.48823529,88.48823529,39.99,80.40923466141233
449,01-01-2018,ID_450,Home Decor Items,bed2,17.0,86.9,1477.3,365,01-01-2018,01-01-2019,0,1,3.9,86.9,86.9,39.99,82.77210471260247
450,01-02-2018,ID_451,Home Decor Items,bed2,22.0,86.9,1911.8,720,01-02-2018,22-01-2020,0,1,3.9,86.9,86.9,39.99,89.45049052023414
451,01-03-2018,ID_452,Home Decor Items,bed2,17.0,86.9,1477.3,365,01-03-2018,01-03-2019,1,1,3.9,86.9,86.9,39.99,90.43621159722056
452,01-04-2018,ID_453,Home Decor Items,bed2,6.0,85.045,510.27,720,01-04-2018,21-03-2020,1,1,3.9,85.045,85.045,39.99,87.60139776525286
453,01-05-2018,ID_454,Home Decor Items,bed2,26.0,83.64961538,2174.89,720,01-05-2018,20-04-2020,0,1,3.9,83.64961538,83.64961538,39.99,79.05468293078707
454,01-06-2018,ID_455,Home Decor Items,bed2,23.0,79.9,1837.7,365,01-06-2018,01-06-2019,0,1,3.9,79.9,79.9,39.99,77.3212976350948
455,01-07-2018,ID_456,Home Decor Items,bed2,10.0,77.93333333,781.3,365,01-07-2018,01-07-2019,1,1,3.9,77.93333333,77.93333333,39.99,82.8400850786292
456,01-08-2018,ID_457,Home Decor Items,bed2,7.0,74.0,518.0,365,01-08-2018,01-08-2019,1,1,3.9,74.0,74.0,39.24,78.82318183705556
457,01-08-2017,ID_458,Home Decor Items,furniture3,1.0,38.4,38.4,365,01-08-2017,01-08-2018,1,1,3.8,75.0,38.4,38.4,38.640686269485116
458,01-09-2017,ID_459,Home Decor Items,furniture3,6.0,38.4,230.4,720,01-09-2017,22-08-2019,1,1,3.8,38.4,38.4,38.4,41.80759084276349
459,01-10-2017,ID_460,Home Decor Items,furniture3,8.0,38.4,307.2,720,01-10-2017,21-09-2019,1,1,3.8,75.0,38.4,38.4,41.32747840306121
460,01-11-2017,ID_461,Home Decor Items,furniture3,34.0,34.58117647,1170.35,365,01-11-2017,01-11-2018,0,1,3.8,75.0,36.85428571,99.9,43.70825547359245
461,01-12-2017,ID_462,Home Decor Items,furniture3,4.0,38.4,153.6,720,01-12-2017,21-11-2019,1,1,3.8,75.0,38.4,99.9,58.63905223145177
462,01-01-2018,ID_463,Home Decor Items,furniture3,15.0,38.4,576.0,365,01-01-2018,01-01-2019,0,1,3.8,69.9953271,38.4,99.9,57.7247541197455
463,01-02-2018,ID_464,Home Decor Items,furniture3,4.0,38.4,153.6,720,01-02-2018,22-01-2020,0,1,3.8,69.9,38.4,99.9,54.298232374558296
464,01-03-2018,ID_465,Home Decor Items,furniture3,14.0,35.48571429,493.4,365,01-03-2018,01-03-2019,1,1,3.8,69.9,35.48571429,99.9,62.00684257539979
465,01-04-2018,ID_466,Home Decor Items,furniture3,4.0,35.0,140.0,720,01-04-2018,21-03-2020,1,1,3.8,69.9,35.0,99.9,47.650590846173614
466,01-05-2018,ID_467,Home Decor Items,furniture3,4.0,35.0,140.0,365,01-05-2018,01-05-2019,0,1,3.8,69.9,35.0,99.9,45.47423202614022
467,01-06-2018,ID_468,Home Decor Items,furniture3,2.0,35.0,70.0,720,01-06-2018,21-05-2020,0,1,3.8,89.9,35.0,99.9,75.33728902651502
468,01-08-2018,ID_469,Home Decor Items,furniture3,1.0,35.0,35.0,720,01-08-2018,21-07-2020,1,1,3.8,103.2333333,35.0,83.83333333,46.76186623262299
469,01-11-2017,ID_470,Fashion Accessories,watches4,13.0,108.0,1404.0,720,01-11-2017,22-10-2019,0,2,4.2,133.0,108.0,174.4333333,119.66690028549655
470,01-12-2017,ID_471,Fashion Accessories,watches4,13.0,108.0,1404.0,720,01-12-2017,21-11-2019,1,2,4.2,149.0,108.0,185.96,118.9859634627542
471,01-01-2018,ID_472,Fashion Accessories,watches4,44.0,108.0,4752.0,720,01-01-2018,22-12-2019,0,2,4.2,108.0,108.0,199.0,165.51041697245861
472,01-02-2018,ID_473,Fashion Accessories,watches4,33.0,108.0,3564.0,365,01-02-2018,01-02-2019,0,2,4.2,128.2416667,108.0,182.0,118.65401159912199
473,01-03-2018,ID_474,Fashion Accessories,watches4,21.0,105.6428571,2214.0,720,01-03-2018,19-02-2020,1,2,4.2,117.4412903,105.6428571,151.8784375,106.84124513553516
474,01-04-2018,ID_475,Fashion Accessories,watches4,21.0,105.0,2205.0,365,01-04-2018,01-04-2019,1,2,4.2,105.648625,105.0,150.1333333,117.00663882894199
475,01-05-2018,ID_476,Fashion Accessories,watches4,37.0,105.0,3885.0,720,01-05-2018,20-04-2020,0,2,4.2,103.7925234,105.0,132.53125,119.15907166284879
476,01-06-2018,ID_477,Fashion Accessories,watches4,28.0,105.0,2940.0,365,01-06-2018,01-06-2019,0,2,4.2,119.0,105.0,138.22,114.88010885622266
477,01-07-2018,ID_478,Fashion Accessories,watches4,8.0,105.0,840.0,365,01-07-2018,01-07-2019,1,2,4.2,118.3636364,105.0,155.0,110.53041657536157
478,01-08-2018,ID_479,Fashion Accessories,watches4,7.0,105.0,735.0,365,01-08-2018,01-08-2019,1,2,4.2,112.0,105.0,145.5509091,130.83967051927604
479,01-03-2017,ID_480,Fashion Accessories,watches3,1.0,78.0,78.0,720,01-03-2017,19-02-2019,1,2,3.9,78.0,78.0,241.006,164.7099265619059
480,01-06-2017,ID_481,Fashion Accessories,watches3,3.0,78.0,234.0,720,01-06-2017,22-05-2019,1,2,3.9,163.0,78.0,185.0,124.1303770624375
481,01-07-2017,ID_482,Fashion Accessories,watches3,1.0,78.0,78.0,720,01-07-2017,21-06-2019,1,2,3.9,161.5909091,78.0,197.383,127.28875932746155
482,01-08-2017,ID_483,Fashion Accessories,watches3,5.0,78.0,390.0,365,01-08-2017,01-08-2018,1,2,3.9,160.6692308,78.0,179.9,112.52806356185106
483,01-10-2017,ID_484,Fashion Accessories,watches3,3.0,78.0,234.0,365,01-10-2017,01-10-2018,1,2,3.9,134.9,78.0,232.49,108.14734323179351
484,01-11-2017,ID_485,Fashion Accessories,watches3,2.0,78.0,156.0,720,01-11-2017,22-10-2019,0,2,3.9,133.0,108.0,174.4333333,119.3258828807308
485,01-12-2017,ID_486,Fashion Accessories,watches3,6.0,78.0,468.0,720,01-12-2017,21-11-2019,1,2,3.9,149.0,108.0,185.96,132.58771756051212
486,01-01-2018,ID_487,Fashion Accessories,watches3,9.0,78.0,702.0,365,01-01-2018,01-01-2019,0,2,3.9,78.0,108.0,199.0,86.31808873589263
487,01-02-2018,ID_488,Fashion Accessories,watches3,1.0,78.0,78.0,720,01-02-2018,22-01-2020,0,2,3.9,128.2416667,108.0,182.0,117.84964201963318
488,01-03-2018,ID_489,Fashion Accessories,watches3,1.0,78.0,78.0,365,01-03-2018,01-03-2019,1,2,3.9,117.4412903,105.6428571,151.8784375,106.21833565695137
489,01-04-2018,ID_490,Fashion Accessories,watches3,16.0,78.0,1248.0,720,01-04-2018,21-03-2020,1,2,3.9,105.648625,105.0,150.1333333,97.32416315043437
